Unique ID,Date Taken (America/New_York),Q2 - Did you switch careers into Data?,Happines- Salary (0-10),Happiness- Work/Life Balence (0-10),Happiness- Coworkers (0-10),Happines- Management (0-10),Happiness- Upward Mobility (0-10),Happiness -Learning New Things (0-10),Q7 - How difficult was it for you to break into Data?,Imp Work Criteria,Q9 - Male/Female?,Q10 - Current Age,Q12 - Highest Level of Education,Month,Current Role-,Current Salary- Lows,Current Salary- Highs,Average Salary,Current Industry,Favorite Programming Language,Q11 - Which Country do you live in?.1,Ethnicity,Previously In Data,Imp Work Criteria (groups),Age Group,Difficulty breaking in
62a3620f0f8c8599d5af63a5,06-10-2022,No,1,10,6,1,1,1,Difficult,Better Salary,Male,30,Bachelors,October,Other,66,85,75.5,Tech,Python,United States,Other,In Data,Better Salary ,Youth,3
62a36251d8c00e9f541a199e,06-10-2022,No,5,5,6,4,5,5,Difficult,Better Salary,Male,24,Masters,October,Other,86,105,95.5,Other,Python,United States,Hispanic or Latino,In Data,Better Salary ,Youth,3
62a36969f8f756164585821d,06-10-2022,Yes,10,2,8,5,1,6,Easy,Better Salary,Male,25,Masters,October,Other,0,40,20,Healthcare,Python,India,Other,In Data,Better Salary ,Youth,1
62a37ff3bae91e4b8b836ed0,06-10-2022,Yes,1,4,1,1,4,5,Neither easy nor difficult,Better Salary,Male,27,Masters,October,Student/Looking,0,40,20,Tech,Python,United States,Asian or Asian American,In Data,Better Salary ,Youth,2
62a38023575fa3a5ae89339e,06-10-2022,No,1,1,2,1,1,1,Difficult,Better Salary,Female,25,Bachelors,October,Student/Looking,0,40,20,Other,Python,United States,Asian or Asian American,In Data,Better Salary ,Youth,3
62a385480f8c8599d5afa5c6,06-10-2022,Yes,4,7,7,6,8,7,Neither easy nor difficult,Better Salary,Male,36,Associates,October,Data Engineer,0,40,20,Other,Python,Other,Asian or Asian American,In Data,Better Salary ,Middle Aged,2
62a38c120f8c8599d5afb0e9,06-10-2022,No,1,5,5,1,1,3,Easy,Better Salary,Female,33,Bachelors,October,Other,41,65,53,Other,Python,United States,White or Caucasian,In Data,Better Salary ,Middle Aged,1
62a3906224a262602738c58a,06-10-2022,Yes,4,5,5,5,4,5,Difficult,Better Salary,Male,28,Masters,October,Data Scientist,125,150,137.5,Healthcare,Python,United States,White or Caucasian,In Data,Better Salary ,Youth,3
62a39297b4da29969c638679,06-10-2022,Yes,8,7,10,9,10,10,Easy,Better Salary,Male,27,Masters,October,Data Engineer,86,105,95.5,Other,Python,United States,White or Caucasian,In Data,Better Salary ,Youth,1
62a3958fcec54911e9caf827,06-10-2022,Yes,3,5,8,4,5,5,Difficult,Better Salary,Female,32,Bachelors,October,Other,0,40,20,Tech,Python,United States,Asian or Asian American,In Data,Better Salary ,Middle Aged,3
62a397fb5d257a28a30e279a,06-10-2022,No,1,10,10,5,1,3,Neither easy nor difficult,Better Salary,Male,25,Bachelors,October,Data Engineer,0,40,20,Other,Python,United Kingdom,White or Caucasian,In Data,Better Salary ,Youth,2
62a39a340f8c8599d5afc6ce,06-10-2022,Yes,3,3,1,1,1,6,Difficult,Better Salary,Male,36,Masters,October,Data Scientist,0,40,20,Education,Python,Other,White or Caucasian,In Data,Better Salary ,Middle Aged,3
62a3af66f8f756164585eeb8,06-10-2022,Yes,4,5,4,4,3,4,Very Difficult,Better Salary,Female,26,Masters,October,Student/Looking,0,40,20,Tech,Python,United States,Asian or Asian American,In Data,Better Salary ,Youth,4
62a3eea9bae91e4b8b8401a4,06-10-2022,Yes,1,1,1,1,1,4,Very Difficult,Better Salary,Female,25,Bachelors,October,Student/Looking,0,40,20,Other,Python,Other,Black or African American,In Data,Better Salary ,Youth,4
62a403d30f8c8599d5b03d65,06-10-2022,No,1,7,7,7,1,2,Very Easy,Better Salary,Male,22,Bachelors,October,Data Engineer,0,40,20,Real Estate,Python,United States,White or Caucasian,In Data,Better Salary ,Youth,0
62a421cebc6861bf317803f5,06-11-2022,Yes,3,4,5,3,2,3,Neither easy nor difficult,Better Salary,Male,27,Bachelors,November,Other,0,40,20,Other,Python,Other,White or Caucasian,In Data,Better Salary ,Youth,2
62a43f43f408bae018ee9281,06-11-2022,Yes,1,1,2,2,1,1,Neither easy nor difficult,Better Salary,Female,24,Masters,November,Student/Looking,0,40,20,Education,Python,India,Asian or Asian American,In Data,Better Salary ,Youth,2
62a440ab575fa3a5ae8a1418,06-11-2022,No,7,10,10,10,5,10,Easy,Better Salary,Male,25,Masters,November,Other,41,65,53,Healthcare,Python,United States,Asian or Asian American,In Data,Better Salary ,Youth,1
62a4514ff408bae018eea94d,06-11-2022,Yes,1,4,1,1,1,3,Easy,Better Salary,Male,28,Bachelors,November,Data Engineer,0,40,20,Tech,Python,India,Asian or Asian American,In Data,Better Salary ,Youth,1
62a4b085cec54911e9cc3afe,06-11-2022,Yes,3,2,4,2,2,3,Difficult,Better Salary,Male,23,Masters,November,Other,0,40,20,Finance,Python,India,Asian or Asian American,In Data,Better Salary ,Youth,3
62a4d13bbae91e4b8b84f89b,06-11-2022,Yes,1,5,8,6,5,7,Neither easy nor difficult,Better Salary,Male,28,Bachelors,November,Data Engineer,0,40,20,Tech,Python,Other,Hispanic or Latino,In Data,Better Salary ,Youth,2
62a4e5aed8c00e9f541bf48c,06-11-2022,Yes,1,6,6,2,1,3,Neither easy nor difficult,Better Salary,Male,23,Bachelors,November,Student/Looking,0,40,20,Other,Python,Canada,Asian or Asian American,In Data,Better Salary ,Youth,2
62a5038acec54911e9cc9526,06-11-2022,No,2,7,6,5,6,4,Neither easy nor difficult,Better Salary,Male,36,Masters,November,Other,41,65,53,Other,Python,United States,Asian or Asian American,In Data,Better Salary ,Middle Aged,2
62a54bccf3072dd89264a13b,06-11-2022,Yes,6,8,10,9,6,8,Neither easy nor difficult,Better Salary,Male,30,Masters,November,Data Scientist,86,105,95.5,Other,Python,Canada,Asian or Asian American,In Data,Better Salary ,Youth,2
62a55fe1f8d5efcc22fa5fe4,06-11-2022,No,1,6,6,6,6,6,Very Easy,Better Salary,Male,24,Bachelors,November,Data Engineer,41,65,53,Finance,Python,United States,Black or African American,In Data,Better Salary ,Youth,0
62a58faf2e54c9003e55ef2e,06-12-2022,No,2,5,5,5,2,4,Difficult,Better Salary,Male,27,Bachelors,December,Student/Looking,0,40,20,Education,Python,Other,White or Caucasian,In Data,Better Salary ,Youth,3
62a5edb2575fa3a5ae8bdba5,06-12-2022,No,3,6,6,6,6,6,Neither easy nor difficult,Better Salary,Male,27,Bachelors,December,Other,66,85,75.5,Other,Python,United States,White or Caucasian,In Data,Better Salary ,Youth,2
62a5f332bc6861bf3179f631,06-12-2022,No,1,8,8,1,3,7,Very Easy,Better Salary,Female,23,Masters,December,Student/Looking,0,40,20,Other,Python,India,Asian or Asian American,In Data,Better Salary ,Youth,0
62a615fd18134ddc75d1f1fa,06-12-2022,No,1,1,3,1,1,8,Difficult,Better Salary,Male,27,Bachelors,December,Student/Looking,0,40,20,Education,Python,Other,Black or African American,In Data,Better Salary ,Youth,3
62a64c6ecf2555431733a7a4,06-12-2022,Yes,3,5,5,4,3,2,Difficult,Better Salary,Female,24,Bachelors,December,Other,0,40,20,Tech,Python,India,Asian or Asian American,In Data,Better Salary ,Youth,3
62a66558cf2555431733c0f9,06-12-2022,Yes,7,9,8,8,6,6,Neither easy nor difficult,Better Salary,Male,36,Masters,December,Other,66,85,75.5,Other,Python,United States,White or Caucasian,In Data,Better Salary ,Middle Aged,2
62a6772c18134ddc75d25895,06-12-2022,Yes,1,5,10,10,8,10,Neither easy nor difficult,Better Salary,Male,30,Bachelors,December,Other,0,40,20,Other,Python,Other,Hispanic or Latino,In Data,Better Salary ,Youth,2
62a6ac1524a26260273c1cd0,06-12-2022,No,3,8,8,5,3,5,Difficult,Better Salary,Male,28,Bachelors,December,Other,0,40,20,Telecommunication,Python,India,Other,In Data,Better Salary ,Youth,3
62a6b0790a77c1a77f69cb15,06-12-2022,No,5,8,7,7,3,2,Difficult,Better Salary,Male,25,Bachelors,December,Other,0,40,20,Tech,Python,India,Other,In Data,Better Salary ,Youth,3
62a33c91f3072dd892621e03,06-10-2022,Yes,1,4,4,4,1,1,Difficult,Better Salary,Male,44,,October,Data Analyst,41,65,53,Healthcare,R,United States,Black or African American,In Data,Better Salary ,Middle Aged,3
62a33cd3cf255543173001d9,06-10-2022,Yes,4,4,4,4,5,5,Neither easy nor difficult,Better Salary,Male,35,,October,Data Analyst,86,105,95.5,Healthcare,R,United States,Asian or Asian American,In Data,Better Salary ,Middle Aged,2
62a33d15f408bae018ed370d,06-10-2022,Yes,1,10,9,9,5,10,Neither easy nor difficult,Better Salary,Male,34,,October,Data Analyst,0,40,20,Tech,R,Other,Other,In Data,Better Salary ,Middle Aged,2
62a33dbdd8c00e9f5419cd65,06-10-2022,No,7,8,8,6,8,3,Very Difficult,Better Salary,Female,26,,October,Student/Looking,41,65,53,Tech,R,Canada,Asian or Asian American,In Data,Better Salary ,Youth,4
62a33e8bf8d5efcc22f7c79a,06-10-2022,No,6,7,7,7,7,4,Very Easy,Better Salary,Male,43,,October,Data Analyst,86,105,95.5,Healthcare,Other,United States,White or Caucasian,In Data,Better Salary ,Middle Aged,0
62a33ee80f8c8599d5af14b7,06-10-2022,No,8,10,10,9,9,9,Easy,Better Salary,Male,43,,October,Data Engineer,125,150,137.5,Tech,Other,United States,White or Caucasian,In Data,Better Salary ,Middle Aged,1
62a33f52bc6861bf3176c72c,06-10-2022,Yes,3,5,6,4,4,5,Neither easy nor difficult,Better Salary,Male,29,,October,Data Analyst,86,105,95.5,Healthcare,Other,United States,White or Caucasian,In Data,Better Salary ,Youth,2
62a33fa5cec54911e9ca51f1,06-10-2022,Yes,5,6,6,5,4,6,Very Difficult,Better Salary,Male,42,,October,Data Analyst,41,65,53,Other,Other,Other,Other,In Data,Better Salary ,Middle Aged,4
62a3406b575fa3a5ae88ae78,06-10-2022,No,5,7,1,1,1,8,Neither easy nor difficult,Better Salary,Male,32,,October,Data Analyst,66,85,75.5,Finance,Other,United States,White or Caucasian,In Data,Better Salary ,Middle Aged,2
62a340f5bc6861bf3176caa4,06-10-2022,No,8,8,8,8,5,10,Easy,Better Salary,Female,22,,October,Data Analyst,0,40,20,Tech,Other,India,Other,In Data,Better Salary ,Youth,1
62a341e8f8d5efcc22f7d002,06-10-2022,No,3,6,7,7,1,3,Very Difficult,Better Salary,Male,29,Bachelors,October,Other,41,65,53,Other,C/C++,United States,White or Caucasian,In Data,Better Salary ,Youth,4
62a34449575fa3a5ae88b637,06-10-2022,No,4,3,3,5,5,5,Difficult,Better Salary,Male,32,Masters,October,Other,86,105,95.5,Other,R,United States,Asian or Asian American,In Data,Better Salary ,Middle Aged,3
62a344e1f3072dd892623328,06-10-2022,Yes,2,3,3,3,3,6,Very Difficult,Better Salary,Male,26,Bachelors,October,Student/Looking,0,40,20,Tech,Other,Other,Black or African American,In Data,Better Salary ,Youth,4
62a345490a77c1a77f65cc5b,06-10-2022,Yes,3,6,5,4,3,4,Neither easy nor difficult,Better Salary,Male,42,Associates,October,Data Analyst,41,65,53,Education,R,United States,White or Caucasian,In Data,Better Salary ,Middle Aged,2
62a346cef8f756164585385b,06-10-2022,Yes,4,4,3,3,5,6,Very Difficult,Better Salary,Male,33,Bachelors,October,Data Analyst,41,65,53,Other,Other,United States,Asian or Asian American,In Data,Better Salary ,Middle Aged,4
62a347b4f8f7561645853a98,06-10-2022,No,2,4,6,5,3,4,Easy,Better Salary,Female,51,Bachelors,October,Other,41,65,53,Healthcare,JavaScript,United States,Black or African American,In Data,Better Salary ,Middle Aged,1
62a347f6b4da29969c62fb79,06-10-2022,No,1,4,4,3,2,6,Very Difficult,Better Salary,Male,30,Bachelors,October,Data Analyst,0,40,20,Telecommunication,Other,United Kingdom,Black or African American,In Data,Better Salary ,Youth,4
62a348650f8c8599d5af2b77,06-10-2022,Yes,3,5,5,6,3,4,Neither easy nor difficult,Better Salary,Male,24,Bachelors,October,Other,41,65,53,Other,R,Canada,Asian or Asian American,In Data,Better Salary ,Youth,2
62a3498e575fa3a5ae88c554,06-10-2022,No,7,9,7,8,8,10,Neither easy nor difficult,Better Salary,Male,24,Bachelors,October,Student/Looking,0,40,20,Other,Other,Other,Asian or Asian American,In Data,Better Salary ,Youth,2
62a349bbf8f756164585400d,06-10-2022,Yes,3,6,6,6,4,4,Easy,Better Salary,Male,25,Bachelors,October,Data Analyst,41,65,53,Other,Other,Canada,Asian or Asian American,In Data,Better Salary ,Youth,1
62a34b1b0f8c8599d5af328b,06-10-2022,No,10,8,9,10,10,10,Easy,Better Salary,Male,25,Bachelors,October,Data Analyst,41,65,53,Tech,R,United States,White or Caucasian,In Data,Better Salary ,Youth,1
62a34bd4f408bae018ed57bd,06-10-2022,No,1,9,6,1,1,1,Difficult,Better Salary,Male,25,,October,Student/Looking,0,40,20,Other,R,United States,Black or African American,In Data,Better Salary ,Youth,3
62a34d1ff8f756164585465c,06-10-2022,No,4,7,8,8,5,7,Easy,Better Salary,Male,23,Bachelors,October,Data Analyst,41,65,53,Tech,R,Canada,Asian or Asian American,In Data,Better Salary ,Youth,1
62a34ff4f3072dd892624b32,06-10-2022,Yes,3,6,4,6,4,6,Neither easy nor difficult,Better Salary,Male,37,Bachelors,October,Data Analyst,41,65,53,Healthcare,R,United States,White or Caucasian,In Data,Better Salary ,Middle Aged,2
62a351860a77c1a77f65e86b,06-10-2022,Yes,7,8,8,8,8,7,Very Easy,Better Salary,Male,30,Bachelors,October,Data Analyst,66,85,75.5,Healthcare,Other,United States,White or Caucasian,In Data,Better Salary ,Youth,0
62a35472cec54911e9ca82bc,06-10-2022,No,3,4,5,5,4,3,Difficult,Better Salary,Male,24,Masters,October,Other,41,65,53,Other,R,United States,White or Caucasian,In Data,Better Salary ,Youth,3
62a354bdb4da29969c631700,06-10-2022,No,1,4,3,2,1,6,Difficult,Better Salary,Male,25,Masters,October,Data Analyst,41,65,53,Healthcare,R,United Kingdom,Asian or Asian American,In Data,Better Salary ,Youth,3
62a3578b0a77c1a77f65f279,06-10-2022,No,4,6,5,4,5,6,Neither easy nor difficult,Better Salary,Male,25,Bachelors,October,Data Analyst,41,65,53,Other,R,United States,White or Caucasian,In Data,Better Salary ,Youth,2
62a357d30f8c8599d5af4ea3,06-10-2022,No,4,4,5,6,6,1,Difficult,Better Salary,Male,24,High School,October,Data Analyst,0,40,20,Finance,Other,Other,White or Caucasian,In Data,Better Salary ,Youth,3
62a3582e575fa3a5ae88e506,06-10-2022,No,7,8,8,8,7,8,Easy,Better Salary,Male,52,Bachelors,October,Other,125,150,137.5,Finance,Other,United States,White or Caucasian,In Data,Better Salary ,Middle Aged,1
62a35981bae91e4b8b8323dd,06-10-2022,No,6,6,3,3,3,3,Neither easy nor difficult,Better Salary,Female,29,Masters,October,Data Analyst,106,125,115.5,Healthcare,Other,United States,White or Caucasian,In Data,Better Salary ,Youth,2
62a35ae87dc029e2d66c279b,06-10-2022,No,1,2,6,4,2,1,Easy,Better Salary,Male,27,Bachelors,October,Data Analyst,41,65,53,Other,R,United States,Hispanic or Latino,In Data,Better Salary ,Youth,1
62a35b72f408bae018ed76a8,06-10-2022,Yes,3,4,4,4,1,3,Neither easy nor difficult,Better Salary,Male,27,Masters,October,Data Analyst,86,105,95.5,Healthcare,Other,United States,Hispanic or Latino,In Data,Better Salary ,Youth,2
62a35c890a77c1a77f65fdfa,06-10-2022,Yes,2,8,8,7,6,9,Neither easy nor difficult,Better Salary,Male,32,Bachelors,October,Data Analyst,0,40,20,Tech,R,Other,Black or African American,In Data,Better Salary ,Middle Aged,2
62a365d5d8c00e9f541a20cf,06-10-2022,Yes,5,7,5,5,5,7,Difficult,Better Salary,Male,41,Bachelors,October,Data Analyst,0,40,20,Telecommunication,R,Other,White or Caucasian,In Data,Better Salary ,Middle Aged,3
62a367ed18134ddc75cee697,06-10-2022,No,7,4,10,9,7,10,Difficult,Better Salary,Male,23,Bachelors,October,Data Analyst,66,85,75.5,Other,Other,United States,Hispanic or Latino,In Data,Better Salary ,Youth,3
62a36ac6cf255543173063d8,06-10-2022,No,6,10,8,8,4,4,Neither easy nor difficult,Better Salary,Female,29,Bachelors,October,Data Analyst,41,65,53,Other,Other,Canada,Other,In Data,Better Salary ,Youth,2
62a37128d8c00e9f541a39dd,06-10-2022,No,5,2,5,5,3,4,Difficult,Better Salary,Male,25,Bachelors,October,Data Analyst,0,40,20,Other,Other,Other,White or Caucasian,In Data,Better Salary ,Youth,3
62a373efbc6861bf3177360b,06-10-2022,Yes,8,9,9,7,6,6,Neither easy nor difficult,Better Salary,Male,27,Masters,October,Data Analyst,150,225,187.5,Education,Other,United States,Black or African American,In Data,Better Salary ,Youth,2
62a3784c0f8c8599d5af8fbc,06-10-2022,No,1,7,7,1,4,10,Neither easy nor difficult,Better Salary,Male,23,Associates,October,Other,0,40,20,Other,R,United States,White or Caucasian,In Data,Better Salary ,Youth,2
62a384f0cec54911e9cadd6f,06-10-2022,Yes,3,5,6,4,6,6,Neither easy nor difficult,Better Salary,Female,40,PhD,October,Data Analyst,0,40,20,Other,Other,Other,White or Caucasian,In Data,Better Salary ,Middle Aged,2
62a389ed18134ddc75cf24f8,06-10-2022,No,2,7,7,7,7,7,Easy,Better Salary,Male,21,Bachelors,October,Data Scientist,0,40,20,Tech,R,Other,Black or African American,In Data,Better Salary ,Youth,1
62a38c9dbc6861bf317760c4,06-10-2022,Yes,7,6,5,7,4,4,Easy,Better Salary,Female,56,Bachelors,October,Data Analyst,66,85,75.5,Other,Other,United States,White or Caucasian,In Data,Better Salary ,Older than 55,1
62a3951ed8c00e9f541a75d1,06-10-2022,No,7,7,4,5,5,4,Neither easy nor difficult,Better Salary,Male,43,Masters,October,Other,106,125,115.5,Other,Java,United States,Asian or Asian American,In Data,Better Salary ,Middle Aged,2
62a3980c7dc029e2d66c9a81,06-10-2022,No,3,5,5,5,3,2,Neither easy nor difficult,Better Salary,Female,25,Masters,October,Data Analyst,41,65,53,Agriculture,Other,United States,Asian or Asian American,In Data,Better Salary ,Youth,2
62a3a90f24a262602738e800,06-10-2022,Yes,3,10,9,10,5,1,Neither easy nor difficult,Better Salary,Female,25,Bachelors,October,Data Analyst,41,65,53,Healthcare,Other,United States,Asian or Asian American,In Data,Better Salary ,Youth,2
62a3aaa3cec54911e9cb1724,06-10-2022,Yes,5,7,9,8,8,8,Neither easy nor difficult,Better Salary,Female,29,Masters,October,Other,41,65,53,Healthcare,R,United States,Black or African American,In Data,Better Salary ,Youth,2
62a3ab320f8c8599d5afdfa8,06-10-2022,Yes,3,4,4,4,4,2,Easy,Better Salary,Male,31,Masters,October,Data Analyst,0,40,20,Tech,R,India,Asian or Asian American,In Data,Better Salary ,Middle Aged,1
62a3b135b4da29969c63b1ed,06-10-2022,Yes,2,5,5,5,4,5,Easy,Better Salary,Male,24,Bachelors,October,Data Analyst,41,65,53,Finance,R,United States,White or Caucasian,In Data,Better Salary ,Youth,1
62a3b314f408bae018ee0938,06-10-2022,Yes,8,8,10,9,7,5,Easy,Better Salary,Male,29,Bachelors,October,Data Analyst,106,125,115.5,Other,R,United States,White or Caucasian,In Data,Better Salary ,Youth,1
62a3bc00d8c00e9f541aad66,06-10-2022,Yes,5,7,7,3,7,9,Difficult,Better Salary,Female,26,Bachelors,October,Data Analyst,66,85,75.5,Finance,R,United States,Asian or Asian American,In Data,Better Salary ,Youth,3
62a3c021f8f756164586043f,06-10-2022,Yes,1,3,3,3,4,4,Neither easy nor difficult,Better Salary,Female,20,High School,October,Other,0,40,20,Other,Other,Other,Black or African American,In Data,Better Salary ,Youth,2
62a3c7f1bc6861bf3177b06e,06-10-2022,No,7,7,7,7,7,7,Neither easy nor difficult,Better Salary,Female,43,High School,October,Other,41,65,53,Tech,C/C++,Other,Asian or Asian American,In Data,Better Salary ,Middle Aged,2
62a3d37c0a77c1a77f66bc0e,06-10-2022,No,3,7,5,5,3,3,Neither easy nor difficult,Better Salary,Female,33,Bachelors,October,Data Analyst,41,65,53,Healthcare,Other,United States,Asian or Asian American,In Data,Better Salary ,Middle Aged,2
62a3e32bd8c00e9f541ad5f0,06-10-2022,No,1,1,10,5,1,1,Difficult,Better Salary,Female,42,Bachelors,October,Other,41,65,53,Education,Other,United States,White or Caucasian,In Data,Better Salary ,Middle Aged,3
62a3f6d9bae91e4b8b8408ca,06-10-2022,No,1,1,1,1,1,1,Neither easy nor difficult,Better Salary,Male,20,High School,October,Student/Looking,0,40,20,Other,Other,Other,Asian or Asian American,In Data,Better Salary ,Youth,2
62a3fea50a77c1a77f66e41b,06-10-2022,Yes,4,5,7,7,5,7,Neither easy nor difficult,Better Salary,Female,35,Bachelors,October,Data Analyst,0,40,20,Healthcare,R,Other,Hispanic or Latino,In Data,Better Salary ,Middle Aged,2
62a41964d8c00e9f541b061d,06-11-2022,No,4,7,7,7,2,7,Neither easy nor difficult,Better Salary,Female,27,Masters,November,Data Analyst,41,65,53,Education,R,United States,Hispanic or Latino,In Data,Better Salary ,Youth,2
62a41968f8d5efcc22f8fd44,06-11-2022,Yes,2,3,6,6,3,5,Difficult,Better Salary,Male,24,Bachelors,November,Database Developer,0,40,20,Telecommunication,Other,United Kingdom,White or Caucasian,In Data,Better Salary ,Youth,3
62a45a140a77c1a77f67469d,06-11-2022,No,6,8,7,7,5,6,Easy,Better Salary,Female,29,Bachelors,November,Data Analyst,66,85,75.5,Real Estate,Other,United Kingdom,White or Caucasian,In Data,Better Salary ,Youth,1
62a47c587dc029e2d66d9782,06-11-2022,No,1,6,6,6,5,6,Neither easy nor difficult,Better Salary,Female,20,Bachelors,November,Data Analyst,0,40,20,Finance,Other,United States,Black or African American,In Data,Better Salary ,Youth,2
62a47f1e0a77c1a77f677174,06-11-2022,Yes,8,8,8,8,8,8,Difficult,Better Salary,Male,41,Bachelors,November,Data Analyst,86,105,95.5,Tech,R,United States,White or Caucasian,In Data,Better Salary ,Middle Aged,3
62a49e5f24a262602739f9af,06-11-2022,Yes,4,4,1,6,1,5,Difficult,Better Salary,Male,40,Bachelors,November,Data Engineer,86,105,95.5,Other,JavaScript,United Kingdom,White or Caucasian,In Data,Better Salary ,Middle Aged,3
62a49fe7b4da29969c64bbe1,06-11-2022,No,4,10,10,10,8,6,Very Difficult,Better Salary,Male,26,Bachelors,November,Data Analyst,41,65,53,Other,R,United States,Hispanic or Latino,In Data,Better Salary ,Youth,4
62a4b29a5d257a28a30f6c63,06-11-2022,Yes,4,5,6,6,5,6,Neither easy nor difficult,Better Salary,Female,33,High School,November,Data Analyst,41,65,53,Healthcare,R,United States,White or Caucasian,In Data,Better Salary ,Middle Aged,2
62a4d7f6bae91e4b8b84ffed,06-11-2022,No,4,10,2,3,2,3,Neither easy nor difficult,Better Salary,Male,30,Masters,November,Data Analyst,0,40,20,Other,R,Other,Other,In Data,Better Salary ,Youth,2
62a4d9d4bae91e4b8b8501f1,06-11-2022,Yes,10,9,8,8,9,10,Difficult,Better Salary,Male,25,Associates,November,Data Scientist,106,125,115.5,Tech,Other,United States,White or Caucasian,In Data,Better Salary ,Youth,3
62a511acbc6861bf3179178a,06-11-2022,No,8,6,5,2,3,2,Easy,Better Salary,Male,30,Bachelors,November,Data Engineer,106,125,115.5,Healthcare,Other,United States,White or Caucasian,In Data,Better Salary ,Youth,1
62a53bc0bc6861bf31793947,06-11-2022,Yes,3,4,4,5,4,4,Very Easy,Better Salary,Male,26,Bachelors,November,Data Analyst,66,85,75.5,Other,R,United States,White or Caucasian,In Data,Better Salary ,Youth,0
62a56bc67dc029e2d66e86c0,06-12-2022,Yes,3,3,4,4,3,5,Neither easy nor difficult,Better Salary,Male,33,Bachelors,December,Data Engineer,225,,,Tech,Other,United States,Asian or Asian American,In Data,Better Salary ,Middle Aged,2
62a59d007dc029e2d66eb8f9,06-12-2022,Yes,2,1,1,1,1,2,Difficult,Better Salary,Female,33,Bachelors,December,Data Analyst,66,85,75.5,Other,Other,United States,White or Caucasian,In Data,Better Salary ,Middle Aged,3
62a618a9d8c00e9f541d3537,06-12-2022,Yes,1,8,7,6,3,9,Very Difficult,Better Salary,Male,27,High School,December,Data Analyst,0,40,20,Tech,R,United States,White or Caucasian,In Data,Better Salary ,Youth,4
62a6a11a0a77c1a77f69b7cb,06-12-2022,Yes,1,4,1,2,2,3,Easy,Better Salary,Female,30,Masters,December,Data Analyst,41,65,53,Construction,Other,Canada,Asian or Asian American,In Data,Better Salary ,Youth,1
62a33ba1bae91e4b8b82e35c,06-10-2022,No,1,2,5,2,1,3,Very Difficult,Remote Work,Male,36,,October,Data Analyst,41,65,53,Finance,R,Canada,Asian or Asian American,In Data,Work/Life Balance,Middle Aged,4
62a33c8624a26260273822f9,06-10-2022,Yes,10,6,7,10,7,10,Very Easy,Remote Work,Female,35,,October,Other,150,225,187.5,Finance,R,Canada,White or Caucasian,In Data,Work/Life Balance,Middle Aged,0
62a33cd30f8c8599d5af0f8f,06-10-2022,Yes,10,5,5,5,5,9,Neither easy nor difficult,Remote Work,Male,35,,October,Data Engineer,125,150,137.5,Other,Other,United States,Asian or Asian American,In Data,Work/Life Balance,Middle Aged,2
62a33dfbd8c00e9f5419ceda,06-10-2022,Yes,10,5,10,6,10,10,Neither easy nor difficult,Remote Work,Female,31,,October,Data Analyst,106,125,115.5,Tech,Other,United States,White or Caucasian,In Data,Work/Life Balance,Middle Aged,2
62a33e90cec54911e9ca5031,06-10-2022,Yes,1,1,5,1,1,1,Very Difficult,Remote Work,Female,23,,October,Student/Looking,0,40,20,Other,R,Other,Other,In Data,Work/Life Balance,Youth,4
62a33fcb575fa3a5ae88ad59,06-10-2022,Yes,1,1,1,1,1,1,Difficult,Remote Work,Female,40,,October,Student/Looking,0,40,20,Other,JavaScript,United States,Asian or Asian American,In Data,Work/Life Balance,Middle Aged,3
62a340cab4da29969c62ec01,06-10-2022,Yes,7,8,10,8,9,9,Difficult,Remote Work,Female,41,,October,Data Analyst,66,85,75.5,Other,R,United States,White or Caucasian,In Data,Work/Life Balance,Middle Aged,3
62a34117cec54911e9ca54e7,06-10-2022,Yes,1,3,6,6,6,9,Difficult,Remote Work,Male,36,Bachelors,October,Student/Looking,0,40,20,Other,R,Other,Black or African American,In Data,Work/Life Balance,Middle Aged,3
62a34389cec54911e9ca5a22,06-10-2022,No,2,3,2,5,5,7,Neither easy nor difficult,Remote Work,Male,21,Masters,October,Data Engineer,0,40,20,Tech,R,Other,Hispanic or Latino,In Data,Work/Life Balance,Youth,2
62a34646f8d5efcc22f7dc5c,06-10-2022,Yes,7,7,7,7,4,7,Easy,Remote Work,Male,31,Masters,October,Data Analyst,66,85,75.5,Education,R,United States,White or Caucasian,In Data,Work/Life Balance,Middle Aged,1
62a348c2f3072dd892623c10,06-10-2022,No,8,10,8,7,8,10,Very Easy,Remote Work,Female,30,Masters,October,Data Analyst,86,105,95.5,Other,R,United States,White or Caucasian,In Data,Work/Life Balance,Youth,0
62a34abc0f8c8599d5af31c5,06-10-2022,Yes,5,8,8,7,6,7,Very Easy,Remote Work,Female,39,Bachelors,October,Data Analyst,66,85,75.5,Other,Other,United States,Asian or Asian American,In Data,Work/Life Balance,Middle Aged,0
62a34e00f8f7561645854954,06-10-2022,Yes,8,10,10,10,2,7,Easy,Remote Work,Male,38,Masters,October,Data Analyst,86,105,95.5,Tech,R,United States,White or Caucasian,In Data,Work/Life Balance,Middle Aged,1
62a353372e54c9003e534a40,06-10-2022,No,8,10,9,7,5,5,Neither easy nor difficult,Remote Work,Male,33,Masters,October,Other,150,225,187.5,Tech,R,United States,White or Caucasian,In Data,Work/Life Balance,Middle Aged,2
